titulo,año,duracion,generos,valoracion_media,num_votos,tipo,url,fecha_extraccion,categoria_extraccion,genero_Serie de TV,genero_Thriller,genero_Animación,genero_Intriga,genero_Aventuras,genero_Acción,genero_Romance,genero_Documental,genero_Western,genero_Bélico,genero_Infantil,genero_Drama,genero_Musical,genero_Fantástico,genero_Comedia,genero_Ciencia ficción,genero_Terror,decada,generos_list,popularidad,epoca,duracion_cat
A Different Man,2024,112,"['Thriller', 'Comedia']",6.6,1934,Película,https://www.filmaffinity.com/es/film248862.html,2025-04-07,Thriller 2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2020,"['Thriller', 'Comedia']",Media,Actual,Normal
X-Men '97,2024,30,"['Serie de TV', 'Animación', 'Acción', 'Ciencia ficción', 'Fantástico']",7.7,2343,Serie,https://www.filmaffinity.com/es/film651593.html,2025-04-07,Series de Acción 2024,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2020,"['Serie de TV', 'Animación', 'Acción', 'Ciencia ficción', 'Fantástico']",Media,Actual,Corto
Solo Leveling,2024,23,"['Serie de TV', 'Animación', 'Acción', 'Fantástico']",7.6,1222,Serie,https://www.filmaffinity.com/es/film611559.html,2025-04-07,Series de Acción 2024,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2020,"['Serie de TV', 'Animación', 'Acción', 'Fantástico']",Media,Actual,Corto
Kaiju No. 8,2024,22,"['Serie de TV', 'Animación', 'Acción', 'Fantástico']",7.5,663,Serie,https://www.filmaffinity.com/es/film812926.html,2025-04-07,Series de Acción 2024,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2020,"['Serie de TV', 'Animación', 'Acción', 'Fantástico']",Baja,Actual,Corto
Kimetsu no Yaiba: Hashira Training Arc,2024,28,"['Serie de TV', 'Animación', 'Acción', 'Aventuras', 'Fantástico', 'Thriller', 'Drama']",7.2,707,Serie,https://www.filmaffinity.com/es/film619412.html,2025-04-07,Series de Acción 2024,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2020,"['Serie de TV', 'Animación', 'Acción', 'Aventuras', 'Fantástico', 'Thriller', 'Drama']",Baja,Actual,Corto
Tragones y mazmorras,2024,24,"['Serie de TV', 'Animación', 'Comedia', 'Fantástico', 'Acción']",7.1,809,Serie,https://www.filmaffinity.com/es/film407614.html,2025-04-07,Series de Acción 2024,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2020,"['Serie de TV', 'Animación', 'Comedia', 'Fantástico', 'Acción']",Baja,Actual,Corto
The Gentlemen: La serie,2024,55,"['Serie de TV', 'Thriller', 'Acción', 'Comedia']",7.1,8287,Serie,https://www.filmaffinity.com/es/film629037.html,2025-04-07,Series de Acción 2024,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2020,"['Serie de TV', 'Thriller', 'Acción', 'Comedia']",Alta,Actual,Corto
Comando Monster,2024,22,"['Serie de TV', 'Animación', 'Acción']",7.1,945,Serie,https://www.filmaffinity.com/es/film406091.html,2025-04-07,Series de Acción 2024,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2020,"['Serie de TV', 'Animación', 'Acción']",Baja,Actual,Corto
Secret Level,2024,15,"['Serie de TV', 'Animación', 'Acción', 'Ciencia ficción', 'Fantástico']",6.8,2418,Serie,https://www.filmaffinity.com/es/film592002.html,2025-04-07,Series de Acción 2024,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2020,"['Serie de TV', 'Animación', 'Acción', 'Ciencia ficción', 'Fantástico']",Media,Actual,Corto
El ocaso de los dioses,2024,30,"['Serie de TV', 'Animación', 'Acción', 'Fantástico']",6.7,710,Serie,https://www.filmaffinity.com/es/film379065.html,2025-04-07,Series de Acción 2024,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2020,"['Serie de TV', 'Animación', 'Acción', 'Fantástico']",Baja,Actual,Corto
Dragon Ball Daima,2024,25,"['Serie de TV', 'Animación', 'Ciencia ficción', 'Acción', 'Aventuras']",6.5,819,Serie,https://www.filmaffinity.com/es/film358003.html,2025-04-07,Series de Acción 2024,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2020,"['Serie de TV', 'Animación', 'Ciencia ficción', 'Acción', 'Aventuras']",Baja,Actual,Corto
Dan Da Dan,2024,22,"['Serie de TV', 'Animación', 'Intriga', 'Ciencia ficción', 'Comedia', 'Romance']",7.6,1470,Serie,https://www.filmaffinity.com/es/film615629.html,2025-04-07,Series de Ciencia Ficción 2024,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2020,"['Serie de TV', 'Animación', 'Intriga', 'Ciencia ficción', 'Comedia', 'Romance']",Media,Actual,Corto
Fallout,2024,60,"['Serie de TV', 'Ciencia ficción']",7.4,14723,Serie,https://www.filmaffinity.com/es/film556204.html,2025-04-07,Series de Ciencia Ficción 2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020,"['Serie de TV', 'Ciencia ficción']",Alta,Actual,Corto
Materia oscura,2024,50,"['Serie de TV', 'Ciencia ficción', 'Intriga']",6.7,2224,Serie,https://www.filmaffinity.com/es/film996227.html,2025-04-07,Series de Ciencia Ficción 2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2020,"['Serie de TV', 'Ciencia ficción', 'Intriga']",Media,Actual,Corto
Star Wars: Crónicas del Imperio,2024,15,"['Serie de TV', 'Animación', 'Ciencia ficción', 'Aventuras']",6.6,1006,Serie,https://www.filmaffinity.com/es/film476267.html,2025-04-07,Series de Ciencia Ficción 2024,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2020,"['Serie de TV', 'Animación', 'Ciencia ficción', 'Aventuras']",Media,Actual,Corto
Dune: La profecía,2024,60,"['Serie de TV', 'Ciencia ficción', 'Aventuras', 'Drama']",6.6,2900,Serie,https://www.filmaffinity.com/es/film811200.html,2025-04-07,Series de Ciencia Ficción 2024,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2020,"['Serie de TV', 'Ciencia ficción', 'Aventuras', 'Drama']",Media,Actual,Corto
El problema de los 3 cuerpos,2024,58,"['Serie de TV', 'Ciencia ficción', 'Fantástico']",6.5,9264,Serie,https://www.filmaffinity.com/es/film459562.html,2025-04-07,Series de Ciencia Ficción 2024,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2020,"['Serie de TV', 'Ciencia ficción', 'Fantástico']",Alta,Actual,Corto
The Walking Dead: The Ones Who Live,2024,55,"['Serie de TV', 'Terror', 'Ciencia ficción']",6.3,1058,Serie,https://www.filmaffinity.com/es/film770014.html,2025-04-07,Series de Ciencia Ficción 2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2020,"['Serie de TV', 'Terror', 'Ciencia ficción']",Media,Actual,Corto
Django desencadenado,2012,165,['Western'],7.9,120013,Película,https://www.filmaffinity.com/es/film929558.html,2025-04-07,Western 2010-2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,['Western'],Muy Alta,Actual,Largo
Los odiosos ocho,2015,167,"['Western', 'Intriga']",7.3,65892,Película,https://www.filmaffinity.com/es/film647932.html,2025-04-07,Western 2010-2020,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,"['Western', 'Intriga']",Muy Alta,Actual,Largo
El renacido,2015,156,"['Aventuras', 'Western']",7.2,73828,Película,https://www.filmaffinity.com/es/film117532.html,2025-04-07,Western 2010-2020,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2010,"['Aventuras', 'Western']",Muy Alta,Actual,Largo
Comanchería,2016,102,"['Thriller', 'Western', 'Drama', 'Acción']",7.2,32890,Película,https://www.filmaffinity.com/es/film934874.html,2025-04-07,Western 2010-2020,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2010,"['Thriller', 'Western', 'Drama', 'Acción']",Muy Alta,Actual,Normal
Valor de ley,2010,110,"['Western', 'Aventuras']",7.1,56797,Película,https://www.filmaffinity.com/es/film986371.html,2025-04-07,Western 2010-2020,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2010,"['Western', 'Aventuras']",Muy Alta,Contemporáneo,Normal
The Rider,2017,104,"['Drama', 'Western']",6.9,6601,Película,https://www.filmaffinity.com/es/film186544.html,2025-04-07,Western 2010-2020,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2010,"['Drama', 'Western']",Alta,Actual,Normal
Los hermanos Sisters,2018,121,['Western'],6.9,14535,Película,https://www.filmaffinity.com/es/film111769.html,2025-04-07,Western 2010-2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,['Western'],Alta,Actual,Largo
Intemperie,2019,103,"['Drama', 'Thriller', 'Western']",6.8,8371,Película,https://www.filmaffinity.com/es/film300469.html,2025-04-07,Western 2010-2020,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2010,"['Drama', 'Thriller', 'Western']",Alta,Actual,Normal
First Cow,2019,118,"['Drama', 'Western']",6.7,4219,Película,https://www.filmaffinity.com/es/film112106.html,2025-04-07,Western 2010-2020,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2010,"['Drama', 'Western']",Media,Actual,Normal
Hostiles,2017,133,"['Western', 'Drama']",6.6,7292,Película,https://www.filmaffinity.com/es/film794926.html,2025-04-07,Western 2010-2020,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2010,"['Western', 'Drama']",Alta,Actual,Largo
El tren de las 3:10,2007,117,"['Western', 'Acción']",6.9,40834,Película,https://www.filmaffinity.com/es/film433829.html,2025-04-07,Western 2000-2010,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2000,"['Western', 'Acción']",Muy Alta,Contemporáneo,Normal
Open Range,2003,135,"['Western', 'Romance']",6.6,11096,Película,https://www.filmaffinity.com/es/film335659.html,2025-04-07,Western 2000-2010,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2000,"['Western', 'Romance']",Alta,Contemporáneo,Largo
Meek's Cutoff,2010,104,"['Western', 'Aventuras']",6.6,2190,Película,https://www.filmaffinity.com/es/film965374.html,2025-04-07,Western 2000-2010,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2010,"['Western', 'Aventuras']",Media,Contemporáneo,Normal
El asesinato de Jesse James por el cobarde Robert Ford,2007,160,"['Western', 'Drama']",6.5,26301,Película,https://www.filmaffinity.com/es/film431727.html,2025-04-07,Western 2000-2010,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2000,"['Western', 'Drama']",Muy Alta,Contemporáneo,Largo
La propuesta,2005,99,['Western'],6.5,4269,Película,https://www.filmaffinity.com/es/film155414.html,2025-04-07,Western 2000-2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,['Western'],Media,Contemporáneo,Normal
"El bueno, el malo y el raro",2008,136,"['Western', 'Acción', 'Aventuras']",6.4,4472,Película,https://www.filmaffinity.com/es/film769269.html,2025-04-07,Western 2000-2010,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2000,"['Western', 'Acción', 'Aventuras']",Media,Contemporáneo,Largo
"Spirit, el corcel indomable",2002,80,"['Animación', 'Aventuras', 'Infantil', 'Western']",6.3,11600,Película,https://www.filmaffinity.com/es/film462506.html,2025-04-07,Western 2000-2010,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2000,"['Animación', 'Aventuras', 'Infantil', 'Western']",Alta,Contemporáneo,Corto
Appaloosa,2008,107,"['Western', 'Drama']",6.3,18939,Película,https://www.filmaffinity.com/es/film929470.html,2025-04-07,Western 2000-2010,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2000,"['Western', 'Drama']",Alta,Contemporáneo,Normal
El perdón,2000,115,"['Western', 'Drama', 'Romance']",6.2,1786,Película,https://www.filmaffinity.com/es/film819932.html,2025-04-07,Western 2000-2010,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2000,"['Western', 'Drama', 'Romance']",Media,Moderno,Normal
El golpe,1973,129,"['Intriga', 'Comedia', 'Drama']",8.5,102627,Película,https://www.filmaffinity.com/es/film385464.html,2025-04-07,Películas 1970s,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1970,"['Intriga', 'Comedia', 'Drama']",Muy Alta,Clásico,Largo
Alguien voló sobre el nido del cuco,1975,133,['Drama'],8.3,113030,Película,https://www.filmaffinity.com/es/film371621.html,2025-04-07,Películas 1970s,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1970,['Drama'],Muy Alta,Clásico,Largo
Dersu Uzala (El cazador),1975,141,"['Aventuras', 'Drama']",8.3,34440,Película,https://www.filmaffinity.com/es/film478505.html,2025-04-07,Películas 1970s,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1970,"['Aventuras', 'Drama']",Muy Alta,Clásico,Largo
Apocalypse Now,1979,153,"['Bélico', 'Drama']",8.2,109746,Película,https://www.filmaffinity.com/es/film701892.html,2025-04-07,Películas 1970s,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1970,"['Bélico', 'Drama']",Muy Alta,Clásico,Largo
La naranja mecánica,1971,137,"['Drama', 'Ciencia ficción']",8.2,170564,Película,https://www.filmaffinity.com/es/film745383.html,2025-04-07,Películas 1970s,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1970,"['Drama', 'Ciencia ficción']",Muy Alta,Clásico,Largo
Novecento (1900),1976,314,['Drama'],8.1,20413,Película,https://www.filmaffinity.com/es/film903598.html,2025-04-07,Películas 1970s,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1970,['Drama'],Muy Alta,Clásico,Muy Largo
Cinema Paradiso,1988,155,"['Drama', 'Comedia']",8.3,95176,Película,https://www.filmaffinity.com/es/film420972.html,2025-04-07,Películas 1980s,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1980,"['Drama', 'Comedia']",Muy Alta,Moderno,Largo
Érase una vez en América,1984,225,['Drama'],8.3,59432,Película,https://www.filmaffinity.com/es/film421564.html,2025-04-07,Películas 1980s,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1980,['Drama'],Muy Alta,Moderno,Muy Largo
El precio del poder,1983,163,['Drama'],8.2,94459,Película,https://www.filmaffinity.com/es/film188896.html,2025-04-07,Películas 1980s,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1980,['Drama'],Muy Alta,Moderno,Largo
La chaqueta metálica,1987,120,"['Bélico', 'Drama']",8.2,124862,Película,https://www.filmaffinity.com/es/film462892.html,2025-04-07,Películas 1980s,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1980,"['Bélico', 'Drama']",Muy Alta,Moderno,Normal
El resplandor,1980,146,['Terror'],8.2,150580,Película,https://www.filmaffinity.com/es/film598422.html,2025-04-07,Películas 1980s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,['Terror'],Muy Alta,Clásico,Largo
Los santos inocentes,1984,103,['Drama'],8.1,46504,Película,https://www.filmaffinity.com/es/film879812.html,2025-04-07,Películas 1980s,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1980,['Drama'],Muy Alta,Moderno,Normal
Blade Runner,1982,117,"['Ciencia ficción', 'Acción']",8.1,138860,Película,https://www.filmaffinity.com/es/film358476.html,2025-04-07,Películas 1980s,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1980,"['Ciencia ficción', 'Acción']",Muy Alta,Moderno,Normal
La guerra de las galaxias. Episodio V: El imperio contraataca,1980,124,"['Ciencia ficción', 'Aventuras']",8.1,138179,Película,https://www.filmaffinity.com/es/film605090.html,2025-04-07,Películas 1980s,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1980,"['Ciencia ficción', 'Aventuras']",Muy Alta,Clásico,Largo
Pulp Fiction,1994,153,['Thriller'],8.6,204973,Película,https://www.filmaffinity.com/es/film160882.html,2025-04-07,Películas 1990s,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,['Thriller'],Muy Alta,Moderno,Largo
La vida es bella,1997,117,"['Drama', 'Comedia']",8.5,193640,Película,https://www.filmaffinity.com/es/film594480.html,2025-04-07,Películas 1990s,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1990,"['Drama', 'Comedia']",Muy Alta,Moderno,Normal
Uno de los nuestros,1990,148,"['Thriller', 'Drama']",8.4,116329,Película,https://www.filmaffinity.com/es/film978961.html,2025-04-07,Películas 1990s,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1990,"['Thriller', 'Drama']",Muy Alta,Moderno,Largo
American History X,1998,119,['Drama'],8.3,155471,Película,https://www.filmaffinity.com/es/film261972.html,2025-04-07,Películas 1990s,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1990,['Drama'],Muy Alta,Moderno,Normal
Seven,1995,127,"['Thriller', 'Intriga']",8.3,178246,Película,https://www.filmaffinity.com/es/film575149.html,2025-04-07,Películas 1990s,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,"['Thriller', 'Intriga']",Muy Alta,Moderno,Largo
Sin perdón,1992,126,"['Western', 'Drama']",8.2,97123,Película,https://www.filmaffinity.com/es/film262344.html,2025-04-07,Películas 1990s,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1990,"['Western', 'Drama']",Muy Alta,Moderno,Largo
Ciudad de Dios,2002,130,"['Drama', 'Acción', 'Thriller']",8.4,130736,Película,https://www.filmaffinity.com/es/film412004.html,2025-04-07,Películas 2000s,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2000,"['Drama', 'Acción', 'Thriller']",Muy Alta,Contemporáneo,Largo
El pianista,2002,148,['Drama'],8.2,155403,Película,https://www.filmaffinity.com/es/film112475.html,2025-04-07,Películas 2000s,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,['Drama'],Muy Alta,Contemporáneo,Largo
El señor de los anillos: El retorno del rey,2003,201,"['Fantástico', 'Aventuras', 'Acción']",8.2,187889,Película,https://www.filmaffinity.com/es/film226427.html,2025-04-07,Películas 2000s,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2000,"['Fantástico', 'Aventuras', 'Acción']",Muy Alta,Contemporáneo,Muy Largo
Gran Torino,2008,119,['Drama'],8.2,149671,Película,https://www.filmaffinity.com/es/film539054.html,2025-04-07,Películas 2000s,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,['Drama'],Muy Alta,Contemporáneo,Normal
El caballero oscuro,2008,152,"['Thriller', 'Acción', 'Drama']",8.1,156808,Película,https://www.filmaffinity.com/es/film867354.html,2025-04-07,Películas 2000s,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2000,"['Thriller', 'Acción', 'Drama']",Muy Alta,Contemporáneo,Largo
El secreto de sus ojos,2009,129,"['Thriller', 'Intriga', 'Drama']",8.1,90782,Película,https://www.filmaffinity.com/es/film313601.html,2025-04-07,Películas 2000s,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,"['Thriller', 'Intriga', 'Drama']",Muy Alta,Contemporáneo,Largo
El viaje de Chihiro,2001,124,"['Animación', 'Fantástico', 'Aventuras']",8.1,115485,Película,https://www.filmaffinity.com/es/film759533.html,2025-04-07,Películas 2000s,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2000,"['Animación', 'Fantástico', 'Aventuras']",Muy Alta,Contemporáneo,Largo
Mary and Max,2009,88,"['Animación', 'Drama', 'Comedia']",8.0,24658,Película,https://www.filmaffinity.com/es/film563877.html,2025-04-07,Películas 2000s,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2000,"['Animación', 'Drama', 'Comedia']",Muy Alta,Contemporáneo,Corto
Intocable,2011,109,"['Comedia', 'Drama']",8.0,113241,Película,https://www.filmaffinity.com/es/film217719.html,2025-04-07,Películas 2010s,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2010,"['Comedia', 'Drama']",Muy Alta,Actual,Normal
Coco,2017,109,"['Animación', 'Fantástico', 'Comedia', 'Drama']",8.0,57058,Película,https://www.filmaffinity.com/es/film893369.html,2025-04-07,Películas 2010s,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2010,"['Animación', 'Fantástico', 'Comedia', 'Drama']",Muy Alta,Actual,Normal
Origen,2010,148,"['Ciencia ficción', 'Thriller', 'Intriga', 'Acción']",8.0,159741,Película,https://www.filmaffinity.com/es/film971380.html,2025-04-07,Películas 2010s,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2010,"['Ciencia ficción', 'Thriller', 'Intriga', 'Acción']",Muy Alta,Contemporáneo,Largo
Joker,2019,121,"['Thriller', 'Drama']",8.0,75123,Película,https://www.filmaffinity.com/es/film520214.html,2025-04-07,Películas 2010s,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,"['Thriller', 'Drama']",Muy Alta,Actual,Largo
Parásitos,2019,132,"['Intriga', 'Comedia', 'Drama', 'Thriller']",7.9,67447,Película,https://www.filmaffinity.com/es/film520465.html,2025-04-07,Películas 2010s,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2010,"['Intriga', 'Comedia', 'Drama', 'Thriller']",Muy Alta,Actual,Largo
Toy Story 3,2010,103,"['Animación', 'Fantástico', 'Aventuras', 'Comedia', 'Infantil']",7.9,117820,Película,https://www.filmaffinity.com/es/film612761.html,2025-04-07,Películas 2010s,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2010,"['Animación', 'Fantástico', 'Aventuras', 'Comedia', 'Infantil']",Muy Alta,Contemporáneo,Normal
Interstellar,2014,169,"['Ciencia ficción', 'Drama', 'Aventuras']",7.9,106121,Película,https://www.filmaffinity.com/es/film704416.html,2025-04-07,Películas 2010s,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2010,"['Ciencia ficción', 'Drama', 'Aventuras']",Muy Alta,Actual,Largo
Spider-Man: Cruzando el Multiverso,2023,140,"['Animación', 'Acción', 'Aventuras', 'Ciencia ficción']",7.7,17109,Película,https://www.filmaffinity.com/es/film213653.html,2025-04-07,Películas 2020s,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2020,"['Animación', 'Acción', 'Aventuras', 'Ciencia ficción']",Alta,Actual,Largo
El padre,2020,97,['Drama'],7.7,21332,Película,https://www.filmaffinity.com/es/film701512.html,2025-04-07,Películas 2020s,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,['Drama'],Muy Alta,Actual,Normal
As bestas,2022,137,"['Thriller', 'Drama']",7.6,41252,Película,https://www.filmaffinity.com/es/film227540.html,2025-04-07,Películas 2020s,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,"['Thriller', 'Drama']",Muy Alta,Actual,Largo
El regreso de las golondrinas,2022,131,['Drama'],7.6,2052,Película,https://www.filmaffinity.com/es/film424908.html,2025-04-07,Películas 2020s,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,['Drama'],Media,Actual,Largo
La sociedad de la nieve,2023,144,"['Aventuras', 'Drama']",7.6,40098,Película,https://www.filmaffinity.com/es/film484144.html,2025-04-07,Películas 2020s,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2020,"['Aventuras', 'Drama']",Muy Alta,Actual,Largo
